IrE,ErE,Reward,Param,Value,Q-value
0.492,0.35,0,infectionProbability,0.2,0
0.494,0.35,0,infectionProbability,0.6,0
0.356,0.288,0.136,infectionProbability,0,0.0136
0.3,0.332,0,infectionProbability,0,0.0132
0.3,0.33,0,infectionProbability,0,0.0128
0.366,0.31,0,infectionProbability,0,0.0124
0.5,0.35,-0.2,infectionProbability,0.4,-0.0191
0.474,0.35,-0.174,infectionProbability,0.8,-0.0165
0.364,0.316,0,infectionProbability,0,0.012
0.3,0.336,0,infectionProbability,0,0.0117
0.3,0.322,0,infectionProbability,0,0.0113
0.466,0.35,-0.166,infectionProbability,0.8,-0.0307
0.3,0.334,0,infectionProbability,0,0.011
0.3,0.32,0,infectionProbability,0,0.0107
0.366,0.324,0,infectionProbability,0,0.0103
0.3,0.334,0,infectionProbability,0,0.01
0.3,0.316,0,infectionProbability,0,0.0097
0.362,0.33,0,infectionProbability,0,0.0094
0.3,0.33,0,infectionProbability,0,0.0092
0.3,0.304,0,infectionProbability,0,0.0089
0.3,0.334,0,averageRoomVentilationRate,1.2,0
0.3,0.326,0,averageRoomVentilationRate,1.2,0
0.3,0.35,0,averageRoomVentilationRate,0,0
0.3,0.35,0,averageRoomVentilationRate,0.6,0
0.3,0.334,0,averageRoomVentilationRate,1.2,0
0.3,0.286,0,averageRoomVentilationRate,1.2,0
0.3,0.224,0,averageRoomVentilationRate,3,0
0.3,0.334,0,averageRoomVentilationRate,1.2,0
0.3,0.148,0,averageRoomVentilationRate,3,0
0.3,0.264,0,averageRoomVentilationRate,2.4,0
0.3,0.184,0,averageRoomVentilationRate,3,0
0.32,0.12,0,averageRoomVentilationRate,3,0
0.3,0.252,0,averageRoomVentilationRate,2.4,0
0.3,0.334,0,averageRoomVentilationRate,1.2,0
0.328,0.282,0,averageRoomVentilationRate,1.2,0
0.3,0.238,0,averageRoomVentilationRate,2.4,0
0.3,0.178,0,averageRoomVentilationRate,3,0
0.354,0.29,0,averageRoomVentilationRate,1.2,0
0.3,0.35,0,averageRoomVentilationRate,0.6,0
0.3,0.282,0,averageRoomVentilationRate,1.8,0
0.372,0.334,0,infectionProbability,0.6,0.0006
0.3,0.3,0,infectionProbability,0,0.0086
0.3,0.266,0,infectionProbability,0,0.0084
0.352,0.292,0,infectionProbability,0,0.0081
0.3,0.286,0,infectionProbability,0,0.0079
0.3,0.282,0,infectionProbability,0,0.0076
0.356,0.282,0,infectionProbability,0,0.0074
0.3,0.29,0,infectionProbability,0,0.0072
0.126,0.34,0.174,infectionProbability,0.2,0.0179
0.442,0.35,-0.316,infectionProbability,0.2,-0.0142
0.3,0.294,-0.174,infectionProbability,0,-0.0104
0.238,0.35,-0.112,infectionProbability,0.6,-0.0106
0.5,0.35,-0.374,infectionProbability,1,-0.0374
0.3,0.292,-0.174,infectionProbability,0,-0.0275
0.268,0.35,-0.142,infectionProbability,0.8,-0.0426
0.5,0.35,-0.374,infectionProbability,0.6,-0.0477
0.5,0.35,-0.374,infectionProbability,0.6,-0.0813
0.15,0.302,0,infectionProbability,0.2,-0.0138
0.442,0.35,-0.316,infectionProbability,0.2,-0.045
0.5,0.35,-0.374,infectionProbability,0.8,-0.077
0.292,0.332,-0.166,averageRoomVentilationRate,1.8,-0.0166
0.5,0.35,-0.374,averageRoomVentilationRate,1.2,-0.0374
0.5,0.35,-0.374,averageRoomVentilationRate,0.6,-0.0374
0.248,0.314,-0.122,averageRoomVentilationRate,2.4,-0.0122
0.5,0.35,-0.374,averageRoomVentilationRate,0,-0.0374
0.482,0.35,-0.356,averageRoomVentilationRate,3,-0.0356
0.242,0.294,-0.116,averageRoomVentilationRate,2.4,-0.0234
0.5,0.35,-0.374,averageRoomVentilationRate,1.8,-0.0535
0.488,0.35,-0.362,averageRoomVentilationRate,2.4,-0.0589
0.268,0.27,-0.142,averageRoomVentilationRate,3,-0.0487
0.5,0.35,-0.374,averageRoomVentilationRate,0,-0.0737
0.5,0.35,-0.374,averageRoomVentilationRate,1.2,-0.0737
